transaction_description,category,country,currency,user_id,amount,date
Temple Store,Charity & Donations,USA,USD,student,38.23,2022-04-25
AT&T Mall,Utilities & Services,USA,USD,student,208.31,2022-04-25
Gym,Healthcare & Medical,USA,USD,student,19.33,2022-04-25
Taxi Store TXN430625,Transportation,USA,USD,student,48.32,2022-04-27
Barnes & Noble Store - Night,Shopping & Retail,USA,USD,student,94.97,2022-04-27
NSA - USA,Government & Legal,USA,USD,student,91.35,2022-04-27
Gym,Entertainment & Recreation,USA,USD,student,149.24,2022-04-27
BP #7743,Transportation,USA,USD,student,36.53,2022-04-28
Veterans Organization Shopping Center,Charity & Donations,USA,USD,student,181.34,2022-05-02
Income,Income,USA,USD,student,813.59,2022-05-03
Raising Cane's,Food & Dining,USA,USD,student,15.14,2022-05-03
H&M - USA,Shopping & Retail,USA,USD,student,137.39,2022-05-04
Amnesty International,Charity & Donations,USA,USD,student,13.83,2022-05-04
Income,Income,USA,USD,student,1965.02,2022-05-05
Senate Online,Government & Legal,USA,USD,student,333.24,2022-05-05
Dillard's #2662 Store Online - Weekday,Shopping & Retail,USA,USD,student,23.57,2022-05-05
Cedars-Sinai #4595 Store Online Center,Healthcare & Medical,USA,USD,student,418.54,2022-05-05
Psychiatrist #1718 Online TXN702735,Healthcare & Medical,USA,USD,student,452.58,2022-05-05
Pilates - USA Branch,Entertainment & Recreation,USA,USD,student,82.71,2022-05-07
Apple Store #5964 - USA Store,Shopping & Retail,USA,USD,student,123.58,2022-05-08
Saks Off 5th - USA,Shopping & Retail,USA,USD,student,70.73,2022-05-09
Train #9772 - USA,Transportation,USA,USD,student,12.0,2022-05-09
Dental - Weekday,Healthcare & Medical,USA,USD,student,116.84,2022-05-10
Spotify,Entertainment & Recreation,USA,USD,student,9.19,2022-05-10
UCSF Medical #8382 - Holiday,Healthcare & Medical,USA,USD,student,187.75,2022-05-11
BB&T #2282 - Weekday,Financial Services,USA,USD,student,332.66,2022-05-14
Religious Organization,Charity & Donations,USA,USD,student,129.54,2022-05-16
Permit Online,Government & Legal,USA,USD,student,226.66,2022-05-16
HughesNet Branch - Afternoon,Utilities & Services,USA,USD,student,196.74,2022-05-16
Animal Shelter Store (Mobile),Charity & Donations,USA,USD,student,159.79,2022-05-17
Von Maur (Mobile),Shopping & Retail,USA,USD,student,202.59,2022-05-18
Legal Shopping Center,Government & Legal,USA,USD,student,218.98,2022-05-20
TJ Maxx Store,Shopping & Retail,USA,USD,student,36.17,2022-05-22
Five Guys,Food & Dining,USA,USD,student,29.36,2022-05-22
Netflix,Entertainment & Recreation,USA,USD,student,11.75,2022-05-22
Home Depot Campus,Shopping & Retail,USA,USD,student,177.61,2022-05-23
ATF Strip Mall,Government & Legal,USA,USD,student,306.75,2022-05-23
Hawaiian Airlines,Transportation,USA,USD,student,57.26,2022-05-24
Chase #9809 - USA Online Branch,Financial Services,USA,USD,student,105.67,2022-05-24
Humane Society,Charity & Donations,USA,USD,student,18.2,2022-05-25
Anytime Fitness,Entertainment & Recreation,USA,USD,student,32.28,2022-05-25
Firehouse Subs #6651 Store,Food & Dining,USA,USD,student,22.38,2022-05-26
Metro,Transportation,USA,USD,student,7.34,2022-05-26
Gym,Healthcare & Medical,USA,USD,student,21.61,2022-05-26
Dillard's #9654,Shopping & Retail,USA,USD,student,219.27,2022-05-27
Surgery #9324 - USA,Healthcare & Medical,USA,USD,student,281.61,2022-05-28
Saks Off 5th - USA Online,Shopping & Retail,USA,USD,student,45.12,2022-05-28
Barnes & Noble - USA,Shopping & Retail,USA,USD,student,189.35,2022-05-28
Firehouse Subs (Online),Food & Dining,USA,USD,student,48.02,2022-05-28
Income,Income,USA,USD,student,1088.46,2022-06-02
Doctors Without Borders Store Hospital,Charity & Donations,USA,USD,student,64.49,2022-06-03
Donation #1197 - Evening,Charity & Donations,USA,USD,student,195.51,2022-06-04
Consolidated Communications Store (Bank Transfer),Utilities & Services,USA,USD,student,143.21,2022-06-04
Income,Income,USA,USD,student,1116.15,2022-06-05
Banking Store,Financial Services,USA,USD,student,308.12,2022-06-06
Netflix,Entertainment & Recreation,USA,USD,student,14.38,2022-06-07
Gym,Healthcare & Medical,USA,USD,student,24.31,2022-06-07
BoltBus #5760 Center - Morning,Transportation,USA,USD,student,21.13,2022-06-10
Senate #1685 Online,Government & Legal,USA,USD,student,307.68,2022-06-10
Offering - USA (Card),Charity & Donations,USA,USD,student,43.48,2022-06-11
Regal #2024 TXN548884,Entertainment & Recreation,USA,USD,student,56.83,2022-06-12
WWF #1942 Online,Charity & Donations,USA,USD,student,159.92,2022-06-14
Kaiser Permanente #4728,Healthcare & Medical,USA,USD,student,475.18,2022-06-16
Homeless Shelter - Morning,Charity & Donations,USA,USD,student,104.56,2022-06-16
Spotify,Entertainment & Recreation,USA,USD,student,5.74,2022-06-16
State Police,Government & Legal,USA,USD,student,448.42,2022-06-19
PNC Bank Store TXN877864,Financial Services,USA,USD,student,318.67,2022-06-20
Spotify #2030 (ACH),Entertainment & Recreation,USA,USD,student,140.94,2022-06-20
Broadband - USA,Utilities & Services,USA,USD,student,111.29,2022-06-20
Viasat #3907 - USA Store,Utilities & Services,USA,USD,student,102.74,2022-06-21
Physical Therapy - USA,Healthcare & Medical,USA,USD,student,90.57,2022-06-21
Synagogue,Charity & Donations,USA,USD,student,91.16,2022-06-22
DMV Downtown,Government & Legal,USA,USD,student,378.34,2022-06-23
Mobile Hotspot #5736,Utilities & Services,USA,USD,student,159.63,2022-06-23
Homeless Shelter Center,Charity & Donations,USA,USD,student,166.69,2022-06-23
Spotify - USA,Entertainment & Recreation,USA,USD,student,69.62,2022-06-23
Cinema Online,Entertainment & Recreation,USA,USD,student,69.86,2022-06-24
Kickstarter,Charity & Donations,USA,USD,student,150.41,2022-06-25
Physical Therapy #3821,Healthcare & Medical,USA,USD,student,186.2,2022-06-25
Museum,Entertainment & Recreation,USA,USD,student,85.84,2022-06-27
Mayo Clinic - USA Store TXN754562,Healthcare & Medical,USA,USD,student,98.71,2022-06-27
Psychiatrist - Rush Hour,Healthcare & Medical,USA,USD,student,303.31,2022-06-28
Permit #9447,Government & Legal,USA,USD,student,313.89,2022-06-28
Primary Care,Healthcare & Medical,USA,USD,student,51.67,2022-06-28
Town Hall - USA,Government & Legal,USA,USD,student,308.39,2022-06-28
Mobile Hotspot,Utilities & Services,USA,USD,student,204.29,2022-07-02
Consolidated Communications - USA - Weekend,Utilities & Services,USA,USD,student,244.37,2022-07-02
Johns Hopkins #3306 Store,Healthcare & Medical,USA,USD,student,479.54,2022-07-02
Goodwill,Charity & Donations,USA,USD,student,104.22,2022-07-03
Income,Income,USA,USD,student,1943.83,2022-07-04
License Store Hospital,Government & Legal,USA,USD,student,146.38,2022-07-04
Mutual Fund - Lunch Time,Financial Services,USA,USD,student,824.6,2022-07-05
Potbelly #2453 Residential,Food & Dining,USA,USD,student,42.66,2022-07-06
UNICEF,Charity & Donations,USA,USD,student,105.4,2022-07-08
Baja Fresh - USA (Card),Food & Dining,USA,USD,student,49.45,2022-07-08
Online Bank Store Center,Financial Services,USA,USD,student,581.35,2022-07-09
Dollar General - Evening,Shopping & Retail,USA,USD,student,47.9,2022-07-09
Spotify,Entertainment & Recreation,USA,USD,student,6.94,2022-07-10
KeyBank Center,Financial Services,USA,USD,student,874.51,2022-07-13
Tax Strip Mall,Government & Legal,USA,USD,student,487.63,2022-07-13
Lowe's #9344 Store,Shopping & Retail,USA,USD,student,33.05,2022-07-14
Wells Fargo,Financial Services,USA,USD,student,590.5,2022-07-14
Equinox,Entertainment & Recreation,USA,USD,student,145.81,2022-07-15
FBI #7177 Center,Government & Legal,USA,USD,student,414.99,2022-07-15
Netflix,Entertainment & Recreation,USA,USD,student,12.99,2022-07-15
In-N-Out #4239,Food & Dining,USA,USD,student,10.68,2022-07-16
Financial Advisor - USA Store,Financial Services,USA,USD,student,330.4,2022-07-18
Safeway Pharmacy (Card),Healthcare & Medical,USA,USD,student,110.49,2022-07-19
United Way - USA Store Online,Charity & Donations,USA,USD,student,153.82,2022-07-19
Nature Conservancy #1498,Charity & Donations,USA,USD,student,158.94,2022-07-20
Planet Fitness Online,Entertainment & Recreation,USA,USD,student,126.9,2022-07-21
Salvation Army,Charity & Donations,USA,USD,student,134.44,2022-07-21
ATM - USA Branch,Financial Services,USA,USD,student,88.15,2022-07-22
Culver's,Food & Dining,USA,USD,student,45.21,2022-07-23
UCLA Medical #7582,Healthcare & Medical,USA,USD,student,440.0,2022-07-23
Gym,Healthcare & Medical,USA,USD,student,20.71,2022-07-23
Huntington Bank Store,Financial Services,USA,USD,student,99.43,2022-07-26
Mobile #7664,Utilities & Services,USA,USD,student,58.68,2022-07-28
Notary #4984 Station,Government & Legal,USA,USD,student,285.47,2022-07-28
Belk - USA Store Online,Shopping & Retail,USA,USD,student,109.24,2022-08-01
Income,Income,USA,USD,student,1431.5,2022-08-02
Baja Fresh - Holiday,Food & Dining,USA,USD,student,48.32,2022-08-02
CVS - Dinner Time,Healthcare & Medical,USA,USD,student,89.92,2022-08-03
Frontier #4040,Utilities & Services,USA,USD,student,130.2,2022-08-04
Insurance #6017,Financial Services,USA,USD,student,71.55,2022-08-04
Fifth Third Online,Financial Services,USA,USD,student,708.63,2022-08-05
Community Center - USA,Charity & Donations,USA,USD,student,153.46,2022-08-09
Chevron - USA,Transportation,USA,USD,student,28.07,2022-08-09
T-Mobile #9547 - USA,Utilities & Services,USA,USD,student,263.32,2022-08-09
Spotify,Entertainment & Recreation,USA,USD,student,5.7,2022-08-09
Mobile #4900,Utilities & Services,USA,USD,student,61.59,2022-08-11
Turo TXN944111,Transportation,USA,USD,student,28.42,2022-08-12
Belk Store,Shopping & Retail,USA,USD,student,128.69,2022-08-14
Children's Hospital #8537 - USA Online,Healthcare & Medical,USA,USD,student,116.09,2022-08-15
Immigration (Bank Transfer),Government & Legal,USA,USD,student,282.2,2022-08-17
Target #7015 - USA,Shopping & Retail,USA,USD,student,24.48,2022-08-17
Rite Aid Branch,Healthcare & Medical,USA,USD,student,226.43,2022-08-18
Religious Organization,Charity & Donations,USA,USD,student,31.23,2022-08-18
Gym,Healthcare & Medical,USA,USD,student,27.1,2022-08-19
Retirement Planning - Weekend,Financial Services,USA,USD,student,415.12,2022-08-22
Walmart #7837 - USA - Dinner Time,Shopping & Retail,USA,USD,student,31.62,2022-08-22
Cold Stone Creamery,Food & Dining,USA,USD,student,45.28,2022-08-23
White House Store,Government & Legal,USA,USD,student,339.31,2022-08-24
Ross #4063,Shopping & Retail,USA,USD,student,134.82,2022-08-24
Xfinity #8712,Utilities & Services,USA,USD,student,254.21,2022-08-25
City Hall Store TXN487465,Government & Legal,USA,USD,student,365.1,2022-08-25
Netflix,Entertainment & Recreation,USA,USD,student,14.4,2022-08-25
Noodles & Company #3101 Store (Cash),Food & Dining,USA,USD,student,17.01,2022-08-26
Offering TXN260797,Charity & Donations,USA,USD,student,152.07,2022-08-26
Hulu #4047,Entertainment & Recreation,USA,USD,student,86.76,2022-08-26
BMO Harris - Rush Hour,Financial Services,USA,USD,student,847.31,2022-08-27
Walmart Pharmacy #6580,Healthcare & Medical,USA,USD,student,195.5,2022-08-27
Bergdorf Goodman,Shopping & Retail,USA,USD,student,167.51,2022-08-28
DEA Store,Government & Legal,USA,USD,student,398.0,2022-08-28
Amtrak Online,Transportation,USA,USD,student,58.43,2022-09-01
IKEA Center Strip Mall,Shopping & Retail,USA,USD,student,102.49,2022-09-02
Occupational Therapy #7006 - Rush Hour,Healthcare & Medical,USA,USD,student,82.04,2022-09-03
Income,Income,USA,USD,student,1923.68,2022-09-05
Community Bank #4317 - USA,Financial Services,USA,USD,student,786.84,2022-09-05
Dermatologist Store Center,Healthcare & Medical,USA,USD,student,254.86,2022-09-06
Congress #7034,Government & Legal,USA,USD,student,258.12,2022-09-06
Tim Hortons #1826,Food & Dining,USA,USD,student,10.55,2022-09-07
BP - USA TXN861895,Transportation,USA,USD,student,59.63,2022-09-07
Orange Theory Online TXN377280,Entertainment & Recreation,USA,USD,student,117.43,2022-09-07
Doctors Without Borders - Rush Hour,Charity & Donations,USA,USD,student,31.08,2022-09-07
Gym,Healthcare & Medical,USA,USD,student,27.54,2022-09-09
Staples,Shopping & Retail,USA,USD,student,46.52,2022-09-10
Habitat for Humanity - USA,Charity & Donations,USA,USD,student,13.94,2022-09-11
Business WiFi,Utilities & Services,USA,USD,student,275.83,2022-09-11
Dollar General,Shopping & Retail,USA,USD,student,66.08,2022-09-12
Nike #7781,Shopping & Retail,USA,USD,student,19.61,2022-09-12
Cold Stone Creamery (Cash),Food & Dining,USA,USD,student,28.11,2022-09-12
White Castle #7788 - Night,Food & Dining,USA,USD,student,28.15,2022-09-13
Spotify,Entertainment & Recreation,USA,USD,student,9.36,2022-09-14
Zipcar Shopping Center,Transportation,USA,USD,student,43.42,2022-09-15
License #5211 Store,Government & Legal,USA,USD,student,324.68,2022-09-15
Community Bank #3319,Financial Services,USA,USD,student,349.17,2022-09-17
American Airlines - USA TXN173765,Transportation,USA,USD,student,22.83,2022-09-17
Olive Garden,Food & Dining,USA,USD,student,31.88,2022-09-17
Gym Center TXN589057,Entertainment & Recreation,USA,USD,student,100.19,2022-09-18
GoFundMe,Charity & Donations,USA,USD,student,5.88,2022-09-18
AT&T - USA Store Branch,Utilities & Services,USA,USD,student,274.32,2022-09-19
Netflix,Entertainment & Recreation,USA,USD,student,13.43,2022-09-19
Google Fiber Store Center Strip Mall,Utilities & Services,USA,USD,student,112.46,2022-09-21
Mass General #6238,Healthcare & Medical,USA,USD,student,85.83,2022-09-21
Neurologist Store,Healthcare & Medical,USA,USD,student,106.95,2022-09-22
Citibank - USA Store TXN271119,Financial Services,USA,USD,student,548.04,2022-09-22
Thrifty,Transportation,USA,USD,student,45.08,2022-09-22
Donation TXN848233,Charity & Donations,USA,USD,student,35.01,2022-09-22
BB&T #9876,Financial Services,USA,USD,student,649.72,2022-09-22
Homeless Shelter,Charity & Donations,USA,USD,student,145.78,2022-09-23
Service - USA Airport,Government & Legal,USA,USD,student,291.56,2022-09-23
Whole Foods,Food & Dining,USA,USD,student,9.17,2022-09-24
DSL,Utilities & Services,USA,USD,student,212.35,2022-09-24
Dairy Queen Branch - Dinner Time,Food & Dining,USA,USD,student,43.98,2022-09-26
Post Office,Government & Legal,USA,USD,student,306.05,2022-09-27
Jersey Mike's - Weekend,Food & Dining,USA,USD,student,20.61,2022-09-28
Income,Income,USA,USD,student,1371.08,2022-10-01
Veterans Organization,Charity & Donations,USA,USD,student,94.63,2022-10-01
CrossFit #7800 TXN695209,Entertainment & Recreation,USA,USD,student,110.31,2022-10-01
Cable One #7044 Store Online,Utilities & Services,USA,USD,student,139.47,2022-10-02
Taxi,Transportation,USA,USD,student,19.4,2022-10-03
Income,Income,USA,USD,student,1651.81,2022-10-04
Habitat for Humanity Online,Charity & Donations,USA,USD,student,159.98,2022-10-04
Loan,Financial Services,USA,USD,student,211.46,2022-10-05
CTA,Transportation,USA,USD,student,10.93,2022-10-05
Sephora #3136 (Contactless),Shopping & Retail,USA,USD,student,232.8,2022-10-05
Chick-fil-A #6054,Food & Dining,USA,USD,student,11.5,2022-10-05
Zipcar #7137,Transportation,USA,USD,student,77.88,2022-10-05
Trampoline Park - USA Store,Entertainment & Recreation,USA,USD,student,115.74,2022-10-07
Alamo,Transportation,USA,USD,student,85.47,2022-10-07
Domino's Strip Mall,Food & Dining,USA,USD,student,42.46,2022-10-09
Service,Government & Legal,USA,USD,student,437.67,2022-10-10
YouTube Strip Mall,Entertainment & Recreation,USA,USD,student,149.42,2022-10-11
Neiman Marcus,Shopping & Retail,USA,USD,student,170.24,2022-10-11
eBay Store,Shopping & Retail,USA,USD,student,79.8,2022-10-12
Spotify,Entertainment & Recreation,USA,USD,student,5.38,2022-10-12
Gold's Gym (App),Entertainment & Recreation,USA,USD,student,83.71,2022-10-13
Firehouse Subs #1785 - USA Store Downtown,Food & Dining,USA,USD,student,47.34,2022-10-15
CVS TXN488829,Shopping & Retail,USA,USD,student,146.02,2022-10-15
Sephora,Shopping & Retail,USA,USD,student,240.73,2022-10-16
GoFundMe Store,Charity & Donations,USA,USD,student,158.05,2022-10-17
Mortgage Station,Financial Services,USA,USD,student,475.12,2022-10-17
Pharmacy #7915 - USA TXN703391,Healthcare & Medical,USA,USD,student,225.82,2022-10-18
Carl's Jr - Holiday,Food & Dining,USA,USD,student,41.44,2022-10-19
AT&T #1744 Store Online,Utilities & Services,USA,USD,student,220.28,2022-10-19
Investment Bank (Wire),Financial Services,USA,USD,student,68.84,2022-10-19
Orthopedist,Healthcare & Medical,USA,USD,student,324.41,2022-10-20
Financial Advisor Store Shopping Center,Financial Services,USA,USD,student,263.51,2022-10-21
Zoo #9943 TXN583726,Entertainment & Recreation,USA,USD,student,18.39,2022-10-21
Chiropractor TXN532678,Healthcare & Medical,USA,USD,student,316.25,2022-10-22
Internet Provider #2628 - USA - Holiday,Utilities & Services,USA,USD,student,224.14,2022-10-22
Saks Off 5th #5990 - USA,Shopping & Retail,USA,USD,student,7.98,2022-10-23
ATF #1223,Government & Legal,USA,USD,student,340.19,2022-10-23
Netflix,Entertainment & Recreation,USA,USD,student,11.87,2022-10-24
Border Patrol Store,Government & Legal,USA,USD,student,316.13,2022-10-25
Gym,Healthcare & Medical,USA,USD,student,27.21,2022-10-25
Visa #7681 - USA - Lunch Time,Government & Legal,USA,USD,student,331.27,2022-10-26
Baja Fresh - Weekday,Food & Dining,USA,USD,student,13.2,2022-10-26
Rock Climbing Store,Entertainment & Recreation,USA,USD,student,59.45,2022-10-26
Von Maur - USA,Shopping & Retail,USA,USD,student,35.79,2022-10-26
Mobile Hotspot #2095,Utilities & Services,USA,USD,student,292.06,2022-10-27
Cinemark,Entertainment & Recreation,USA,USD,student,89.8,2022-10-27
Mobile Hotspot,Utilities & Services,USA,USD,student,82.74,2022-10-28
Income,Income,USA,USD,student,1792.82,2022-11-03
Legal - USA Branch,Government & Legal,USA,USD,student,430.59,2022-11-03
RCN,Utilities & Services,USA,USD,student,114.64,2022-11-03
Satellite Internet,Utilities & Services,USA,USD,student,177.5,2022-11-04
Spotify,Entertainment & Recreation,USA,USD,student,7.08,2022-11-04
Capital One (ACH),Financial Services,USA,USD,student,693.61,2022-11-05
Dental Online TXN389951,Healthcare & Medical,USA,USD,student,407.37,2022-11-06
Nordstrom Store TXN878546,Shopping & Retail,USA,USD,student,41.43,2022-11-07
TD Bank #9551,Financial Services,USA,USD,student,52.62,2022-11-09
Ski Resort,Entertainment & Recreation,USA,USD,student,56.49,2022-11-10
Gym,Healthcare & Medical,USA,USD,student,21.61,2022-11-10
Kroger Pharmacy,Healthcare & Medical,USA,USD,student,273.62,2022-11-11
Netflix,Entertainment & Recreation,USA,USD,student,14.15,2022-11-11
Concert (ACH),Entertainment & Recreation,USA,USD,student,126.13,2022-11-12
Wells Fargo Station,Financial Services,USA,USD,student,759.6,2022-11-13
Greenpeace,Charity & Donations,USA,USD,student,159.84,2022-11-13
Zipcar #6811 - USA Store Center,Transportation,USA,USD,student,11.12,2022-11-14
SPCA #7993 - USA Store (Online),Charity & Donations,USA,USD,student,199.56,2022-11-14
MTA #6754 Hospital,Transportation,USA,USD,student,49.44,2022-11-16
SunTrust #7212,Financial Services,USA,USD,student,798.9,2022-11-16
Alamo #8534 Online,Transportation,USA,USD,student,93.37,2022-11-16
TSA - USA TXN357612,Government & Legal,USA,USD,student,416.71,2022-11-16
JetBlue #2405 - USA Branch Center,Transportation,USA,USD,student,64.29,2022-11-18
UNICEF,Charity & Donations,USA,USD,student,56.23,2022-11-19
Bojangles Mall,Food & Dining,USA,USD,student,40.07,2022-11-19
MTA Online Branch,Transportation,USA,USD,student,97.49,2022-11-20
Psychiatrist #2005 Hospital,Healthcare & Medical,USA,USD,student,61.77,2022-11-22
Zara,Shopping & Retail,USA,USD,student,274.07,2022-11-22
Regal TXN215478,Entertainment & Recreation,USA,USD,student,108.28,2022-11-23
UPS Store,Shopping & Retail,USA,USD,student,46.3,2022-11-24
Chevron #4121 - USA Online - Weekend,Transportation,USA,USD,student,84.69,2022-11-25
Bojangles,Food & Dining,USA,USD,student,22.29,2022-11-26
Hawaiian Airlines #6995,Transportation,USA,USD,student,52.57,2022-11-28
Oxfam,Charity & Donations,USA,USD,student,139.52,2022-11-28
Income,Income,USA,USD,student,1872.6,2022-12-01
Income,Income,USA,USD,student,1255.63,2022-12-01
Capitol Store,Government & Legal,USA,USD,student,467.4,2022-12-01
Tim Hortons TXN656819,Food & Dining,USA,USD,student,41.54,2022-12-01
Capital One #3853 Store (Mobile),Financial Services,USA,USD,student,644.91,2022-12-02
Olive Garden - USA Online (Bank Transfer),Food & Dining,USA,USD,student,45.84,2022-12-04
Fiber - USA - Evening,Utilities & Services,USA,USD,student,165.62,2022-12-04
Swimming Pool #5405 - USA,Entertainment & Recreation,USA,USD,student,81.21,2022-12-05
Pure Barre Store TXN317052,Entertainment & Recreation,USA,USD,student,51.29,2022-12-05
Cable Company - USA Strip Mall,Utilities & Services,USA,USD,student,63.28,2022-12-05
DMV,Government & Legal,USA,USD,student,91.3,2022-12-06
Johns Hopkins Center,Healthcare & Medical,USA,USD,student,225.14,2022-12-07
Santander (Digital Wallet),Financial Services,USA,USD,student,568.89,2022-12-07
Safeway,Food & Dining,USA,USD,student,7.24,2022-12-08
Barneys New York,Shopping & Retail,USA,USD,student,204.08,2022-12-08
Transfer,Financial Services,USA,USD,student,961.68,2022-12-09
Sparklight Online,Utilities & Services,USA,USD,student,75.97,2022-12-10
Nordstrom (ACH),Shopping & Retail,USA,USD,student,55.54,2022-12-10
Water Park #6663,Entertainment & Recreation,USA,USD,student,75.8,2022-12-11
Bus #2962 Store,Transportation,USA,USD,student,55.71,2022-12-12
Occupational Therapy - USA TXN995254,Healthcare & Medical,USA,USD,student,132.04,2022-12-12
Spotify,Entertainment & Recreation,USA,USD,student,6.41,2022-12-12
Gym,Healthcare & Medical,USA,USD,student,21.02,2022-12-12
Cardiologist Store Station,Healthcare & Medical,USA,USD,student,424.39,2022-12-15
Arby's - Evening,Food & Dining,USA,USD,student,42.77,2022-12-15
Cable Company #3117 - Lunch Time,Utilities & Services,USA,USD,student,251.7,2022-12-19
Arcade Online,Entertainment & Recreation,USA,USD,student,109.49,2022-12-21
Planet Fitness #1448 Store Shopping Center,Entertainment & Recreation,USA,USD,student,103.05,2022-12-21
Ski Resort,Entertainment & Recreation,USA,USD,student,77.4,2022-12-21
OfficeMax - USA - Evening,Shopping & Retail,USA,USD,student,80.87,2022-12-22
State Police #2994 - USA Downtown,Government & Legal,USA,USD,student,417.82,2022-12-23
Donation #2890,Charity & Donations,USA,USD,student,157.64,2022-12-24
HSBC,Financial Services,USA,USD,student,52.71,2022-12-24
Nature Conservancy #7491,Charity & Donations,USA,USD,student,119.14,2022-12-25
Physical Therapy,Healthcare & Medical,USA,USD,student,30.45,2022-12-25
Family Dollar - USA - Weekend,Shopping & Retail,USA,USD,student,142.52,2022-12-27
Comerica - Dinner Time,Financial Services,USA,USD,student,776.58,2022-12-27
Netflix,Entertainment & Recreation,USA,USD,student,14.66,2022-12-27
Exxon - USA,Transportation,USA,USD,student,23.53,2022-12-28
Cedars-Sinai - USA Online,Healthcare & Medical,USA,USD,student,225.58,2023-01-01
Netflix,Entertainment & Recreation,USA,USD,student,14.68,2023-01-01
Enterprise #6595 - USA Shopping Center,Transportation,USA,USD,student,35.29,2023-01-03
Dollar General,Shopping & Retail,USA,USD,student,123.53,2023-01-03
Income,Income,USA,USD,student,1061.29,2023-01-05
Burger King,Food & Dining,USA,USD,student,24.83,2023-01-05
CenturyLink - Evening,Utilities & Services,USA,USD,student,191.38,2023-01-05
Pediatrician Business District,Healthcare & Medical,USA,USD,student,290.01,2023-01-06
Rite Aid,Healthcare & Medical,USA,USD,student,445.36,2023-01-07
Customs Mall,Government & Legal,USA,USD,student,243.86,2023-01-08
Greyhound #8782 - Evening,Transportation,USA,USD,student,55.31,2023-01-09
United,Transportation,USA,USD,student,89.23,2023-01-09
Qdoba,Food & Dining,USA,USD,student,43.74,2023-01-09
Peter Pan #3443 TXN417960,Transportation,USA,USD,student,26.9,2023-01-09
BB&T TXN980323,Financial Services,USA,USD,student,538.27,2023-01-10
Court Branch,Government & Legal,USA,USD,student,276.67,2023-01-10
Adidas Store,Shopping & Retail,USA,USD,student,203.4,2023-01-11
Notary #4916,Government & Legal,USA,USD,student,154.31,2023-01-11
Metro #5815,Transportation,USA,USD,student,52.8,2023-01-14
Internet Provider #3817 Store - Morning,Utilities & Services,USA,USD,student,287.43,2023-01-14
FBI #5254,Government & Legal,USA,USD,student,479.57,2023-01-14
Post Office (Cash),Government & Legal,USA,USD,student,288.87,2023-01-15
Financial Advisor,Financial Services,USA,USD,student,129.32,2023-01-15
JetBlue - USA,Transportation,USA,USD,student,84.06,2023-01-16
Crunch Fitness (Cash),Entertainment & Recreation,USA,USD,student,65.81,2023-01-16
BART #5733,Transportation,USA,USD,student,50.1,2023-01-16
Red Cross,Charity & Donations,USA,USD,student,150.9,2023-01-16
Gym Campus,Entertainment & Recreation,USA,USD,student,17.73,2023-01-16
Laser Tag,Entertainment & Recreation,USA,USD,student,91.23,2023-01-16
Suddenlink,Utilities & Services,USA,USD,student,287.35,2023-01-17
Youth Organization - Dinner Time,Charity & Donations,USA,USD,student,66.97,2023-01-18
CVS - USA,Healthcare & Medical,USA,USD,student,203.2,2023-01-19
DEA,Government & Legal,USA,USD,student,167.5,2023-01-19
Wendy's,Food & Dining,USA,USD,student,31.6,2023-01-19
Target - USA,Food & Dining,USA,USD,student,15.31,2023-01-20
Macy's - USA,Shopping & Retail,USA,USD,student,232.64,2023-01-20
Broadband - Lunch Time,Utilities & Services,USA,USD,student,159.03,2023-01-20
Government Store Branch,Government & Legal,USA,USD,student,488.7,2023-01-21
Spotify,Entertainment & Recreation,USA,USD,student,7.86,2023-01-21
ATM #5548 (Wire),Financial Services,USA,USD,student,956.94,2023-01-23
Dish Branch,Utilities & Services,USA,USD,student,158.52,2023-01-24
SunTrust Store,Financial Services,USA,USD,student,266.6,2023-01-25
Urgent Care #1590,Healthcare & Medical,USA,USD,student,254.5,2023-01-26
AMC - USA,Entertainment & Recreation,USA,USD,student,121.4,2023-01-26
Fire Department,Government & Legal,USA,USD,student,231.14,2023-01-26
Gym,Healthcare & Medical,USA,USD,student,19.44,2023-01-26
Hulu Store Branch Mall,Entertainment & Recreation,USA,USD,student,9.02,2023-01-27
EMS - USA Online,Government & Legal,USA,USD,student,462.83,2023-01-27
Target #3218,Shopping & Retail,USA,USD,student,178.29,2023-01-27
Saks Fifth Avenue - Afternoon,Shopping & Retail,USA,USD,student,283.88,2023-01-27
CVS - USA,Healthcare & Medical,USA,USD,student,465.63,2023-01-27
Suddenlink - USA,Utilities & Services,USA,USD,student,271.53,2023-01-28
DART Store - Afternoon,Transportation,USA,USD,student,88.99,2023-01-28
Sephora - USA Store,Shopping & Retail,USA,USD,student,140.03,2023-01-28
Uniqlo Center - Holiday,Shopping & Retail,USA,USD,student,66.71,2023-02-01
Spotify,Entertainment & Recreation,USA,USD,student,9.08,2023-02-01
NSA - USA,Government & Legal,USA,USD,student,418.83,2023-02-02
Income,Income,USA,USD,student,834.14,2023-02-03
Bowling Alley Online,Entertainment & Recreation,USA,USD,student,134.71,2023-02-03
Senate Online Downtown,Government & Legal,USA,USD,student,212.8,2023-02-03
TJ Maxx Online TXN981340,Shopping & Retail,USA,USD,student,208.18,2023-02-04
Burger King,Food & Dining,USA,USD,student,15.05,2023-02-04
MTA #4292 Store (ACH),Transportation,USA,USD,student,19.2,2023-02-05
Fifth Third,Financial Services,USA,USD,student,728.07,2023-02-05
